<html><head>
<meta http-equiv="content-type" content="text/html; charset=windows-1252"><link href="TREC_UTARELS_0_tiedostot/screen.css" rel="stylesheet" type="text/css"><link href="TREC_UTARELS_0_tiedostot/screen_004.css" rel="stylesheet" type="text/css"><link href="TREC_UTARELS_0_tiedostot/screen_003.css" rel="stylesheet" type="text/css"><link href="TREC_UTARELS_0_tiedostot/screen_002.css" rel="stylesheet" type="text/css"></head><body><div class="fixed leftAlign">
440,00;"FT921-2897";0,00<br>
440,00;"FBIS4-53638";0,00<br>
440,00;"FR941004-1-00092";0,00<br>
440,00;"FR941216-2-00138";0,00<br>
440,00;"FR940617-2-00147";0,00<br>
440,00;"FR940817-2-00238";0,00<br>
440,00;"FBIS4-50193";0,00<br>
440,00;"FBIS3-4095";0,00<br>
440,00;"FR940919-2-00060";0,00<br>
440,00;"FR940512-2-00172";0,00<br>
440,00;"FR940524-2-00075";0,00<br>
440,00;"FR940503-0-00039";0,00<br>
440,00;"FR940118-0-00076";0,00<br>
440,00;"FBIS4-34934";0,00<br>
440,00;"FBIS3-10025";0,00<br>
440,00;"FR941107-2-00058";0,00<br>
440,00;"FBIS3-2901";0,00<br>
440,00;"FBIS3-19591";0,00<br>
440,00;"FBIS4-44390";0,00<br>
440,00;"FT922-2751";0,00<br>
440,00;"FR940328-2-00097";0,00<br>
440,00;"FBIS4-25736";0,00<br>
440,00;"FBIS4-68430";0,00<br>
440,00;"FBIS3-26581";0,00<br>
440,00;"FBIS4-45664";0,00<br>
440,00;"FBIS3-16769";0,00<br>
440,00;"FBIS4-11145";0,00<br>
440,00;"FBIS3-24145";0,00<br>
440,00;"FBIS3-43118";0,00<br>
440,00;"FBIS4-66161";0,00<br>
440,00;"FBIS4-22629";0,00<br>
440,00;"FBIS3-61335";0,00<br>
440,00;"FBIS3-20796";0,00<br>
440,00;"LA082789-0086";0,00<br>
440,00;"LA092889-0084";0,00<br>
440,00;"LA031289-0119";0,00<br>
440,00;"LA042790-0024";0,00<br>
440,00;"LA060689-0077";0,00<br>
440,00;"LA070690-0028";0,00<br>
440,00;"LA121789-0067";0,00<br>
440,00;"LA120490-0007";0,00<br>
440,00;"LA091490-0138";0,00<br>
440,00;"FT943-1902";0,00<br>
440,00;"LA020589-0074";0,00<br>
440,00;"FT944-9139";0,00<br>
440,00;"LA062189-0052";0,00<br>
440,00;"LA012190-0049";0,00<br>
440,00;"LA100690-0139";0,00<br>
440,00;"LA072190-0072";0,00<br>
440,00;"FT942-6974";0,00<br>
440,00;"LA102089-0084";0,00<br>
440,00;"FT942-1268";0,00<br>
440,00;"LA041090-0011";0,00<br>
440,00;"LA122590-0045";0,00<br>
440,00;"LA073189-0059";0,00<br>
440,00;"LA081290-0031";0,00<br>
440,00;"LA051190-0070";0,00<br>
440,00;"LA022389-0200";0,00<br>
440,00;"LA010790-0216";0,00<br>
440,00;"LA052090-0236";0,00<br>
440,00;"LA032990-0206";0,00<br>
440,00;"LA110490-0220";0,00<br>
437,00;"FT924-14300";0,00<br>
437,00;"FT922-6322";0,00<br>
437,00;"FT941-12375";0,00<br>
437,00;"FBIS3-32846";0,00<br>
437,00;"FBIS4-52496";0,00<br>
437,00;"FT924-6000";0,00<br>
437,00;"FT941-13100";0,00<br>
437,00;"FBIS3-6307";0,00<br>
437,00;"FT931-4717";0,00<br>
437,00;"FT924-3473";0,00<br>
437,00;"FBIS4-62881";0,00<br>
437,00;"FBIS4-30415";0,00<br>
437,00;"FBIS3-11408";0,00<br>
437,00;"FBIS4-12541";0,00<br>
437,00;"FBIS4-4074";0,00<br>
437,00;"FBIS3-47771";0,00<br>
437,00;"FT934-2819";0,00<br>
437,00;"FT932-142";0,00<br>
437,00;"FBIS3-21153";0,00<br>
437,00;"FT934-61";0,00<br>
437,00;"FT924-9461";0,00<br>
437,00;"FT923-357";0,00<br>
437,00;"FR940725-2-00139";0,00<br>
437,00;"FT933-8330";0,00<br>
437,00;"FT921-14302";0,00<br>
437,00;"FT931-3109";0,00<br>
437,00;"FT924-10156";0,00<br>
437,00;"FT931-10180";0,00<br>
437,00;"FT933-13951";0,00<br>
437,00;"FT923-4547";0,00<br>
437,00;"FT921-6632";0,00<br>
437,00;"FBIS4-28105";0,00<br>
437,00;"FT921-4300";0,00<br>
437,00;"FT923-13982";0,00<br>
437,00;"FT922-9599";0,00<br>
437,00;"FT933-2758";0,00<br>
437,00;"FT931-7839";0,00<br>
437,00;"FBIS4-24331";0,00<br>
437,00;"FT921-7175";0,00<br>
437,00;"FBIS3-58258";0,00<br>
437,00;"FT921-16212";0,00<br>
437,00;"FT911-1013";0,00<br>
437,00;"FR940419-1-00067";0,00<br>
437,00;"FR940126-2-00022";0,00<br>
437,00;"FR940512-2-00065";0,00<br>
437,00;"FR940314-2-00053";0,00<br>
437,00;"FR940304-1-00104";0,00<br>
437,00;"FR941122-2-00097";0,00<br>
437,00;"FT923-2974";0,00<br>
437,00;"FT922-3709";0,00<br>
437,00;"FR940228-2-00040";0,00<br>
437,00;"FR940620-1-00059";0,00<br>
437,00;"FT931-12350";0,00<br>
437,00;"FR940928-2-00015";0,00<br>
437,00;"FT922-696";0,00<br>
437,00;"FT934-13439";0,00<br>
437,00;"FR940711-1-00019";0,00<br>
437,00;"FT922-8312";0,00<br>
437,00;"FT933-6043";0,00<br>
437,00;"FT932-6572";0,00<br>
437,00;"FR941031-2-00047";0,00<br>
437,00;"FT932-1866";0,00<br>
437,00;"FBIS3-58194";0,00<br>
437,00;"FBIS3-60318";0,00<br>
437,00;"FT941-13773";0,00<br>
437,00;"FT922-8298";0,00<br>
437,00;"FT934-2584";0,00<br>
437,00;"FBIS4-20043";0,00<br>
437,00;"FT921-14099";0,00<br>
437,00;"FBIS4-45770";0,00<br>
437,00;"FBIS3-24146";0,00<br>
437,00;"FBIS4-54027";0,00<br>
437,00;"FBIS3-27934";0,00<br>
437,00;"FBIS3-43118";0,00<br>
437,00;"FBIS4-68219";0,00<br>
437,00;"FBIS3-43220";0,00<br>
437,00;"FBIS3-43166";0,00<br>
437,00;"LA031389-0010";0,00<br>
437,00;"FT944-8261";0,00<br>
437,00;"FT941-8726";0,00<br>
437,00;"FT942-16324";0,00<br>
437,00;"FT941-8733";0,00<br>
437,00;"FT941-16324";0,00<br>
437,00;"LA012590-0155";0,00<br>
437,00;"LA102489-0023";0,00<br>
437,00;"FT942-15703";0,00<br>
437,00;"LA061390-0012";0,00<br>
437,00;"LA080489-0111";0,00<br>
437,00;"FT942-9313";0,00<br>
437,00;"FT943-9043";0,00<br>
437,00;"FT941-9231";0,00<br>
437,00;"FT941-7083";0,00<br>
437,00;"FT943-4477";0,00<br>
437,00;"LA010489-0105";0,00<br>
437,00;"FT943-14613";0,00<br>
437,00;"FT941-156";0,00<br>
437,00;"FT941-7581";0,00<br>
437,00;"FT943-6554";0,00<br>
437,00;"FT942-5696";0,00<br>
437,00;"FT942-10564";0,00<br>
437,00;"FT942-663";0,00<br>
437,00;"FT944-4866";0,00<br>
437,00;"LA021789-0096";0,00<br>
437,00;"FT942-12766";0,00<br>
437,00;"LA092489-0136";0,00<br>
437,00;"FT942-1258";0,00<br>
437,00;"FT941-9600";0,00<br>
437,00;"LA071490-0050";0,00<br>
437,00;"LA041190-0024";0,00<br>
437,00;"LA112990-0001";0,00<br>
437,00;"FT942-13006";0,00<br>
437,00;"LA100789-0153";0,00<br>
437,00;"LA122789-0047";0,00<br>
437,00;"FT944-18647";0,00<br>
437,00;"FT944-140";0,00<br>
431,00;"FBIS3-38367";0,00<br>
431,00;"FBIS4-20468";0,00<br>
431,00;"FBIS3-59614";0,00<br>
431,00;"FBIS4-52038";0,00<br>
431,00;"FBIS4-44749";0,00<br>
431,00;"FBIS3-38381";0,00<br>
431,00;"FBIS4-22880";0,00<br>
431,00;"FBIS3-24507";0,00<br>
431,00;"FBIS3-26009";0,00<br>
431,00;"FBIS3-45489";0,00<br>
431,00;"FBIS3-10104";0,00<br>
431,00;"FBIS3-59766";0,00<br>
431,00;"FBIS3-61482";0,00<br>
431,00;"FT921-6743";0,00<br>
431,00;"FBIS3-27852";0,00<br>
431,00;"FBIS3-40454";0,00<br>
431,00;"FBIS4-44738";0,00<br>
431,00;"FT911-187";0,00<br>
431,00;"FR941027-2-00148";0,00<br>
431,00;"FBIS3-40533";0,00<br>
431,00;"FBIS3-40516";0,00<br>
431,00;"FT921-5670";0,00<br>
431,00;"FR940713-2-00097";0,00<br>
431,00;"FR941212-1-00027";0,00<br>
431,00;"FBIS4-66463";0,00<br>
431,00;"FR940406-2-00069";0,00<br>
431,00;"FR941003-0-00077";0,00<br>
431,00;"FBIS4-65372";0,00<br>
431,00;"FR940128-2-00100";0,00<br>
431,00;"FR940602-2-00027";0,00<br>
431,00;"FT921-406";0,00<br>
431,00;"FBIS4-27708";0,00<br>
431,00;"FR940505-1-00070";0,00<br>
431,00;"FBIS3-48260";0,00<br>
431,00;"FBIS4-47636";0,00<br>
431,00;"FBIS4-44733";0,00<br>
431,00;"FT911-3871";0,00<br>
431,00;"FBIS3-50603";0,00<br>
431,00;"FT911-129";0,00<br>
431,00;"FBIS3-21239";0,00<br>
431,00;"FBIS4-16653";0,00<br>
431,00;"FBIS4-20630";0,00<br>
431,00;"FBIS4-67574";0,00<br>
431,00;"FBIS3-41010";0,00<br>
431,00;"FBIS3-59512";0,00<br>
431,00;"FBIS3-21132";0,00<br>
431,00;"FBIS3-59640";0,00<br>
431,00;"FBIS4-44904";0,00<br>
431,00;"FBIS3-38782";0,00<br>
431,00;"FR940831-2-00098";0,00<br>
431,00;"FBIS4-44824";0,00<br>
431,00;"FBIS3-20888";0,00<br>
431,00;"FBIS3-21244";0,00<br>
431,00;"FBIS3-20469";0,00<br>
431,00;"FBIS3-42972";0,00<br>
431,00;"FBIS4-66408";0,00<br>
431,00;"FBIS3-40554";0,00<br>
431,00;"FBIS3-20898";0,00<br>
431,00;"FBIS3-40552";0,00<br>
431,00;"FBIS4-46763";0,00<br>
431,00;"FBIS3-35";0,00<br>
431,00;"FBIS4-2439";0,00<br>
431,00;"FBIS4-22629";0,00<br>
431,00;"FBIS4-47609";0,00<br>
431,00;"FBIS3-43220";0,00<br>
431,00;"FBIS3-43166";0,00<br>
431,00;"FBIS4-42";0,00<br>
431,00;"FT941-4676";0,00<br>
431,00;"FT933-2180";0,00<br>
431,00;"FT934-5377";0,00<br>
431,00;"FT934-3140";0,00<br>
431,00;"FT924-10834";0,00<br>
431,00;"FT941-12850";0,00<br>
431,00;"FT942-12501";0,00<br>
431,00;"FT924-11363";0,00<br>
431,00;"FT942-14848";0,00<br>
431,00;"LA040289-0002";0,00<br>
431,00;"FT944-15487";0,00<br>
431,00;"LA042490-0150";0,00<br>
431,00;"FT922-8929";0,00<br>
431,00;"LA051490-0068";0,00<br>
431,00;"LA011690-0037";0,00<br>
431,00;"LA102589-0109";0,00<br>
431,00;"FT942-16561";0,00<br>
431,00;"FT931-6266";0,00<br>
431,00;"FT944-5962";0,00<br>
431,00;"FT924-9275";0,00<br>
431,00;"LA011190-0213";0,00<br>
431,00;"FT934-5395";0,00<br>
431,00;"LA050290-0066";0,00<br>
431,00;"FT933-12557";0,00<br>
431,00;"FT934-7753";0,00<br>
431,00;"LA111890-0135";0,00<br>
431,00;"LA082590-0001";0,00<br>
431,00;"FT932-6741";0,00<br>
431,00;"LA092389-0125";0,00<br>
431,00;"LA080689-0122";0,00<br>
431,00;"FT944-16970";0,00<br>
431,00;"FT933-16950";0,00<br>
431,00;"LA100690-0129";0,00<br>
431,00;"FT923-12263";0,00<br>
431,00;"LA110289-0145";0,00<br>
431,00;"FT922-4415";0,00<br>
431,00;"LA051990-0069";0,00<br>
431,00;"FT944-15801";0,00<br>
431,00;"FT933-6836";0,00<br>
431,00;"LA082490-0060";0,00<br>
431,00;"LA082490-0134";0,00<br>
431,00;"FT942-15217";0,00<br>
431,00;"FT931-9142";0,00<br>
431,00;"FT941-12921";0,00<br>
431,00;"FT922-4419";0,00<br>
431,00;"FT943-5054";0,00<br>
431,00;"LA042590-0135";0,00<br>
431,00;"FT923-14724";0,00<br>
431,00;"LA032089-0013";0,00<br>
431,00;"LA111190-0072";0,00<br>
431,00;"LA060389-0097";0,00<br>
431,00;"FT943-3444";0,00<br>
431,00;"LA092589-0087";0,00<br>
431,00;"FT942-6282";0,00<br>
431,00;"LA101289-0198";0,00<br>
431,00;"LA050190-0196";0,00<br>
431,00;"LA123190-0086";0,00<br>
431,00;"FT932-13418";0,00<br>
431,00;"LA042090-0043";0,00<br>
431,00;"FT931-2017";0,00<br>
431,00;"LA122689-0047";0,00<br>
431,00;"LA082290-0041";0,00<br>
431,00;"LA090290-0022";0,00<br>
431,00;"LA100590-0123";0,00<br>
360,00;"FBIS4-56685";0,00<br>
360,00;"FBIS3-41273";0,00<br>
360,00;"FBIS4-57451";0,00<br>
360,00;"FBIS4-21275";0,00<br>
360,00;"FBIS4-45284";0,00<br>
360,00;"FBIS3-41283";0,00<br>
360,00;"FBIS4-67046";0,00<br>
360,00;"FBIS4-45175";0,00<br>
360,00;"FBIS3-9993";0,00<br>
360,00;"FBIS4-67018";0,00<br>
385,00;"FT933-5990";0,00<br>
385,00;"FT934-7649";0,00<br>
385,00;"FT941-7400";0,00<br>
385,00;"FT921-5215";0,00<br>
385,00;"FR940921-0-00075";0,00<br>
385,00;"FBIS3-14739";0,00<br>
385,00;"FR940921-0-00131";0,00<br>
385,00;"FR940627-0-00177";0,00<br>
385,00;"FT932-8181";0,00<br>
385,00;"FBIS3-44760";0,00<br>
385,00;"FBIS4-33168";0,00<br>
385,00;"FR940803-0-00115";0,00<br>
385,00;"FR941019-1-00047";0,00<br>
385,00;"FR940802-0-00045";0,00<br>
385,00;"FR940216-0-00239";0,00<br>
385,00;"FT922-14306";0,00<br>
385,00;"FBIS3-41656";0,00<br>
385,00;"FR940505-1-00236";0,00<br>
385,00;"FR940922-1-00020";0,00<br>
385,00;"FR940503-1-00080";0,00<br>
385,00;"FR940216-0-00121";0,00<br>
385,00;"FR940425-0-00040";0,00<br>
385,00;"FR940617-0-00136";0,00<br>
385,00;"FR940406-1-00033";0,00<br>
385,00;"FR940921-0-00034";0,00<br>
385,00;"FR940817-2-00062";0,00<br>
385,00;"FT931-14384";0,00<br>
385,00;"FR940118-1-00048";0,00<br>
385,00;"FR940930-0-00158";0,00<br>
385,00;"FBIS3-23574";0,00<br>
385,00;"FBIS3-47041";0,00<br>
385,00;"FBIS3-24654";0,00<br>
385,00;"FBIS4-54625";0,00<br>
385,00;"FR940713-2-00046";0,00<br>
385,00;"FR940328-2-00032";0,00<br>
385,00;"FBIS4-23084";0,00<br>
385,00;"FBIS4-19";0,00<br>
385,00;"LA061390-0079";0,00<br>
385,00;"LA111589-0152";0,00<br>
385,00;"LA091090-0066";0,00<br>
385,00;"LA092590-0140";0,00<br>
385,00;"LA010589-0078";0,00<br>
385,00;"LA101589-0209";0,00<br>
385,00;"LA031889-0016";0,00<br>
385,00;"LA081490-0039";0,00<br>
385,00;"LA061489-0013";0,00<br>
385,00;"LA021889-0144";0,00<br>
385,00;"LA051890-0016";0,00<br>
372,00;"FT924-5243";0,00<br>
372,00;"FT931-7463";0,00<br>
372,00;"FT932-1647";0,00<br>
372,00;"FT932-7272";0,00<br>
372,00;"FBIS3-28290";0,00<br>
372,00;"FT942-5975";0,00<br>
372,00;"FT942-12705";0,00<br>
372,00;"FT921-2357";0,00<br>
372,00;"FT922-10885";0,00<br>
372,00;"FT942-16994";0,00<br>
372,00;"FT924-1461";0,00<br>
372,00;"FR940620-2-00127";0,00<br>
372,00;"FBIS4-41488";0,00<br>
372,00;"FT941-6580";0,00<br>
372,00;"FT941-387";0,00<br>
372,00;"FBIS4-33329";0,00<br>
372,00;"FT934-11117";0,00<br>
372,00;"FR940721-2-00166";0,00<br>
372,00;"FT923-11919";0,00<br>
372,00;"FR941116-2-00058";0,00<br>
372,00;"FBIS4-21185";0,00<br>
372,00;"FBIS4-53655";0,00<br>
372,00;"FT943-7149";0,00<br>
372,00;"FR940119-2-00062";0,00<br>
372,00;"FT934-8217";0,00<br>
372,00;"FT941-15243";0,00<br>
372,00;"FBIS3-51088";0,00<br>
372,00;"FR941004-1-00118";0,00<br>
372,00;"FR940816-1-00055";0,00<br>
372,00;"FT931-2757";0,00<br>
372,00;"FBIS3-10751";0,00<br>
372,00;"FR941003-1-00067";0,00<br>
372,00;"FR940930-2-00147";0,00<br>
372,00;"FR940325-2-00070";0,00<br>
372,00;"FT944-10632";0,00<br>
372,00;"FT933-7004";0,00<br>
372,00;"FR940616-0-00109";0,00<br>
372,00;"FT942-1072";0,00<br>
372,00;"FR940721-2-00153";0,00<br>
372,00;"FR940922-0-00021";0,00<br>
372,00;"FR940513-2-00251";0,00<br>
372,00;"FT921-11894";0,00<br>
372,00;"FT922-14756";0,00<br>
372,00;"FT933-11048";0,00<br>
372,00;"FR940407-2-00075";0,00<br>
372,00;"FT944-12925";0,00<br>
372,00;"FR940323-0-00082";0,00<br>
372,00;"FR940711-2-00175";0,00<br>
372,00;"FT943-2276";0,00<br>
372,00;"FT943-13455";0,00<br>
372,00;"FR940927-0-00047";0,00<br>
372,00;"FR940511-2-00068";0,00<br>
372,00;"FR940826-2-00181";0,00<br>
360,00;"FBIS3-21838";0,00<br>
360,00;"FBIS4-67121";0,00<br>
360,00;"FBIS4-65255";0,00<br>
360,00;"FBIS4-45296";0,00<br>
360,00;"FBIS3-9994";0,00<br>
360,00;"FBIS4-21264";0,00<br>
360,00;"FBIS3-42820";0,00<br>
360,00;"FBIS3-60000";0,00<br>
360,00;"FBIS4-67160";0,00<br>
360,00;"FBIS4-67129";0,00<br>
360,00;"FBIS3-43072";0,00<br>
360,00;"LA121689-0093";0,00<br>
360,00;"LA012689-0177";0,00<br>
360,00;"FT942-3378";0,00<br>
360,00;"LA040390-0115";0,00<br>
360,00;"FT942-2881";0,00<br>
360,00;"LA040390-0117";0,00<br>
360,00;"LA091789-0139";0,00<br>
360,00;"LA111889-0144";0,00<br>
360,00;"FT923-3929";0,00<br>
360,00;"LA091690-0030";0,00<br>
360,00;"FT942-4616";0,00<br>
360,00;"LA041290-0213";0,00<br>
360,00;"LA062590-0111";0,00<br>
372,00;"FR940407-2-00060";0,00<br>
372,00;"FR940727-0-00153";0,00<br>
372,00;"FT924-10128";0,00<br>
372,00;"FR940223-2-00206";0,00<br>
372,00;"FR940825-1-00107";0,00<br>
372,00;"FT921-5989";0,00<br>
372,00;"FBIS3-42728";0,00<br>
372,00;"FBIS4-10621";0,00<br>
372,00;"FR941026-2-00048";0,00<br>
372,00;"FBIS4-68275";0,00<br>
372,00;"FR940104-0-00034";0,00<br>
372,00;"FR941230-0-00119";0,00<br>
372,00;"FR941206-1-00134";0,00<br>
372,00;"LA041990-0225";0,00<br>
372,00;"LA062290-0105";0,00<br>
372,00;"FT944-4765";0,00<br>
372,00;"LA092989-0065";0,00<br>
372,00;"LA041390-0110";0,00<br>
372,00;"LA112289-0104";0,00<br>
372,00;"LA092290-0150";0,00<br>
372,00;"LA111689-0133";0,00<br>
372,00;"LA010590-0116";0,00<br>
372,00;"LA090690-0083";0,00<br>
372,00;"LA121789-0103";0,00<br>
372,00;"LA061190-0041";0,00<br>
372,00;"LA011589-0102";0,00<br>
372,00;"LA122989-0095";0,00<br>
372,00;"LA100490-0091";0,00<br>
372,00;"LA032489-0185";0,00<br>
372,00;"LA081790-0155";0,00<br>
372,00;"LA012389-0002";0,00<br>
372,00;"LA120290-0037";0,00<br>
372,00;"LA020290-0107";0,00<br>
372,00;"LA072390-0012";0,00<br>
372,00;"FT944-16838";0,00<br>
372,00;"LA103090-0090";0,00<br>
372,00;"LA061690-0139";0,00<br>
372,00;"LA080590-0048";0,00<br>
372,00;"LA050989-0008";0,00<br>
372,00;"LA052189-0188";0,00<br>
372,00;"LA082789-0012";0,00<br>
372,00;"LA020890-0206";0,00<br>
372,00;"LA120790-0088";0,00<br>
372,00;"LA110789-0134";0,00<br>
372,00;"LA090190-0026";0,00<br>
372,00;"LA031890-0138";0,00<br>
372,00;"LA050189-0107";0,00<br>
372,00;"LA121090-0078";0,00<br>
372,00;"LA060690-0056";0,00<br>
372,00;"LA101390-0057";0,00<br>
372,00;"LA101889-0020";0,00<br>
372,00;"LA021889-0039";0,00<br>
372,00;"LA030590-0031";0,00<br>
372,00;"LA083090-0100";0,00<br>
372,00;"LA071990-0136";0,00<br>
372,00;"LA112890-0046";0,00<br>
372,00;"LA081090-0077";0,00<br>
372,00;"LA042790-0065";0,00<br>
372,00;"LA070389-0070";0,00<br>
372,00;"LA102689-0153";0,00<br>
372,00;"LA062790-0078";0,00<br>
372,00;"LA071590-0040";0,00<br>
372,00;"LA051490-0100";0,00<br>
372,00;"LA040190-0073";0,00<br>
372,00;"LA091690-0093";0,00<br>
372,00;"LA022590-0080";0,00<br>
372,00;"LA090990-0218";0,00<br>
372,00;"LA111190-0216";0,00<br>
372,00;"LA052990-0021";0,00<br>
372,00;"LA072990-0221";0,00<br>
372,00;"LA122690-0029";0,00<br>
372,00;"LA040890-0248";0,00<br>
360,00;"FBIS4-67248";0,00<br>
360,00;"FBIS4-67174";0,00<br>
360,00;"LA041389-0048";0,00<br>
360,00;"FT942-3590";0,00<br>
360,00;"FT934-4647";0,00<br>
360,00;"LA031389-0015";0,00<br>
360,00;"FT942-8808";0,00<br>
360,00;"FT934-16933";0,00<br>
360,00;"LA121489-0217";0,00<br>
360,00;"FT943-8757";0,00<br>
360,00;"LA051889-0168";0,00<br>
360,00;"LA030289-0095";0,00<br>
360,00;"FT921-4262";0,00<br>
360,00;"LA081989-0055";0,00<br>
360,00;"LA111090-0112";0,00<br>
360,00;"LA011190-0080";0,00<br>
360,00;"LA032089-0045";0,00<br>
360,00;"LA040389-0029";0,00<br>
360,00;"FT934-4658";0,00<br>
360,00;"LA032189-0050";0,00<br>
360,00;"LA011090-0118";0,00<br>
360,00;"FT944-10635";0,00<br>
360,00;"LA090689-0060";0,00<br>
360,00;"FBIS4-67169";0,00<br>
360,00;"LA102990-0078";0,00<br>
360,00;"LA032789-0040";0,00<br>
360,00;"LA032689-0114";0,00<br>
364,00;"FT923-10372";0,00<br>
364,00;"FT923-460";0,00<br>
364,00;"FT924-3047";0,00<br>
364,00;"FBIS4-15904";0,00<br>
364,00;"FT923-8511";0,00<br>
364,00;"FBIS3-13109";0,00<br>
364,00;"FBIS3-41840";0,00<br>
364,00;"FBIS3-14304";0,00<br>
364,00;"FBIS3-22626";0,00<br>
364,00;"FBIS4-3417";0,00<br>
364,00;"FBIS3-28430";0,00<br>
364,00;"FT911-3516";0,00<br>
364,00;"FBIS4-18885";0,00<br>
364,00;"FBIS3-22539";0,00<br>
364,00;"FT921-4465";0,00<br>
364,00;"FBIS3-1604";0,00<br>
364,00;"FBIS4-67609";0,00<br>
364,00;"FBIS3-53870";0,00<br>
364,00;"FT921-14527";0,00<br>
364,00;"FT931-11361";0,00<br>
364,00;"FBIS3-6472";0,00<br>
364,00;"FBIS4-38945";0,00<br>
364,00;"FT922-5599";0,00<br>
364,00;"FBIS4-45869";0,00<br>
364,00;"FBIS3-60553";0,00<br>
364,00;"FBIS3-22573";0,00<br>
364,00;"FBIS4-10486";0,00<br>
364,00;"FR941003-1-00090";0,00<br>
364,00;"FBIS4-21203";0,00<br>
364,00;"FBIS4-67689";0,00<br>
364,00;"FBIS4-53715";0,00<br>
364,00;"FT922-14444";0,00<br>
364,00;"FT932-14884";0,00<br>
364,00;"FR941011-2-00095";0,00<br>
364,00;"FR940126-2-00105";0,00<br>
364,00;"FBIS3-60506";0,00<br>
364,00;"FBIS3-21355";0,00<br>
364,00;"FBIS4-2431";0,00<br>
364,00;"FR940224-0-00055";0,00<br>
364,00;"FBIS3-41676";0,00<br>
364,00;"FBIS4-11692";0,00<br>
364,00;"FR940722-2-00069";0,00<br>
364,00;"FR940404-2-00029";0,00<br>
364,00;"FT921-10968";0,00<br>
364,00;"FR940831-2-00064";0,00<br>
364,00;"FBIS3-22678";0,00<br>
364,00;"FR940426-1-00002";0,00<br>
364,00;"FBIS4-45022";0,00<br>
364,00;"FBIS3-32811";0,00<br>
364,00;"FR940810-0-00040";0,00<br>
364,00;"FBIS4-50215";0,00<br>
364,00;"FBIS4-46972";0,00<br>
364,00;"FR941128-0-00004";0,00<br>
364,00;"FR940622-0-00061";0,00<br>
364,00;"FBIS3-50580";0,00<br>
364,00;"FR940525-0-00072";0,00<br>
364,00;"FT931-7060";0,00<br>
364,00;"FBIS4-59475";0,00<br>
364,00;"FBIS3-10133";0,00<br>
364,00;"FBIS4-66178";0,00<br>
364,00;"FBIS3-24009";0,00<br>
364,00;"FBIS3-56482";0,00<br>
364,00;"FBIS3-46291";0,00<br>
364,00;"FBIS3-22119";0,00<br>
364,00;"FR941021-0-00072";0,00<br>
364,00;"FR941213-0-00084";0,00<br>
364,00;"FBIS4-36600";0,00<br>
364,00;"FBIS3-43022";0,00<br>
364,00;"FR941107-0-00034";0,00<br>
364,00;"FR940203-0-00084";0,00<br>
364,00;"FR940105-2-00109";0,00<br>
364,00;"FR940314-1-00041";0,00<br>
364,00;"FBIS4-68275";0,00<br>
364,00;"FBIS4-29";0,00<br>
364,00;"FBIS3-36078";0,00<br>
364,00;"FBIS3-60342";0,00<br>
364,00;"LA111789-0043";0,00<br>
364,00;"LA090690-0157";0,00<br>
364,00;"LA121289-0075";0,00<br>
364,00;"LA102489-0100";0,00<br>
364,00;"LA100790-0109";0,00<br>
364,00;"FT941-756";0,00<br>
364,00;"FT942-16259";0,00<br>
364,00;"LA101889-0058";0,00<br>
364,00;"LA093090-0047";0,00<br>
364,00;"LA121689-0131";0,00<br>
364,00;"LA031890-0212";0,00<br>
364,00;"LA101589-0221";0,00<br>
364,00;"FT943-15758";0,00<br>
364,00;"FT932-9693";0,00<br>
364,00;"LA050390-0006";0,00<br>
364,00;"FT933-14543";0,00<br>
364,00;"FT942-6526";0,00<br>
364,00;"FT944-1044";0,00<br>
364,00;"LA090189-0152";0,00<br>
364,00;"LA013190-0022";0,00<br>
364,00;"LA022890-0040";0,00<br>
364,00;"LA102890-0080";0,00<br>
364,00;"LA091189-0023";0,00<br>
364,00;"LA040190-0131";0,00<br>
364,00;"LA052789-0056";0,00<br>
364,00;"LA120590-0008";0,00<br>
364,00;"LA113090-0170";0,00<br>
364,00;"LA071290-0018";0,00<br>
364,00;"LA032590-0029";0,00<br>
364,00;"FT941-14380";0,00<br>
364,00;"LA031390-0053";0,00<br>
364,00;"FT944-17663";0,00<br>
364,00;"FT943-4844";0,00<br>
364,00;"FT941-2919";0,00<br>
364,00;"LA070389-0052";0,00<br>
364,00;"FT934-4123";0,00<br>
364,00;"LA082089-0195";0,00<br>
364,00;"LA091689-0149";0,00<br>
364,00;"FT934-13063";0,00<br>
364,00;"LA051490-0103";0,00<br>
364,00;"LA011589-0125";0,00<br>
364,00;"LA041290-0215";0,00<br>
364,00;"LA010589-0194";0,00<br>
364,00;"LA061290-0036";0,00<br>
364,00;"FT932-4629";0,00<br>
364,00;"LA080589-0052";0,00<br>
364,00;"FT944-580";0,00<br>
364,00;"FT933-8272";0,00<br>
364,00;"LA111289-0051";0,00<br>
364,00;"LA092589-0083";0,00<br>
364,00;"LA031089-0139";0,00<br>
364,00;"LA072590-0103";0,00<br>
364,00;"LA041990-0115";0,00<br>
364,00;"LA101090-0091";0,00<br>
364,00;"LA110990-0111";0,00<br>
364,00;"LA060489-0228";0,00<br>
364,00;"LA122290-0075";0,00<br>
364,00;"LA021089-0070";0,00<br>
364,00;"LA042589-0042";0,00<br>
364,00;"LA082690-0150";0,00<br>
364,00;"LA071990-0148";0,00<br>
364,00;"LA122790-0082";0,00<br>
